GenderSelect,Country,FormalEducation,Tenure,JobFunctionSelect,AlgorithmUnderstandingLevel,WorkDataVisualizations,CompensationUSD,LearningStyle
Female,United States,Doctoral degree,More than 10 years,Research that advances the state of the art of machine learning,Enough to explain the algorithm to someone non-technical,26-50% of projects,150000,MixLearner
Male,Japan,Master's degree,1 to 2 years,Other,Enough to run the code / standard library,Less than 10% of projects,40000,SelfLearner
Male,Ukraine,Master's degree,1 to 2 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,Less than 10% of projects,20000,JobLearner
Female,United States,Bachelor's degree,1 to 2 years,Other,Enough to run the code / standard library,10-25% of projects,60000,MixLearner
Female,United States,Master's degree,1 to 2 years,Other,Enough to explain the algorithm to someone non-technical,10-25% of projects,125000,MixLearner
Female,United States,Master's degree,3 to 5 years,Other,"Enough to code it again from scratch, albeit it may run slowly",Less than 10% of projects,150000,ClassroomLearner
Male,United States,Doctoral degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,100% of projects,100000,MixLearner
Male,United States,Master's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,76-99% of projects,115000,ClassroomLearner
Male,India,Doctoral degree,More than 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to tune the parameters properly,10-25% of projects,99999,MixLearner
Male,United States,Bachelor's degree,More than 10 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to explain the algorithm to someone non-technical,10-25% of projects,145000,MixLearner
Male,Poland,Master's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to tune the parameters properly,Less than 10% of projects,48000,SelfLearner
Male,Russia,Master's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",10-25% of projects,12000,SelfLearner
Male,India,Bachelor's degree,More than 10 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to explain the algorithm to someone non-technical,100% of projects,54000,ClassroomLearner
Male,United States,Some college/university study without earning a bachelor's degree,Less than a year,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,51-75% of projects,50000,SelfLearner
Male,Ukraine,Master's degree,1 to 2 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,10-25% of projects,40000,MixLearner
Male,United States,Master's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,110000,MixLearner
Female,United States,Doctoral degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,Less than 10% of projects,330000,ClassroomLearner
Male,Taiwan,Bachelor's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,51-75% of projects,30000,ClassroomLearner
Male,United States,Bachelor's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,100% of projects,52500,JobLearner
Male,United States,Master's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,110000,MixLearner
Male,Israel,Master's degree,6 to 10 years,Research that advances the state of the art of machine learning,Enough to refine and innovate on the algorithm,10-25% of projects,75000,MixLearner
Male,Finland,Doctoral degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,100% of projects,55000,MixLearner
Male,United States,Bachelor's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,76-99% of projects,75000,MixLearner
Male,Canada,Bachelor's degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,160000,SelfLearner
Male,United States,Bachelor's degree,Less than a year,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to explain the algorithm to someone non-technical,Less than 10% of projects,88500,ClassroomLearner
Male,Russia,Master's degree,3 to 5 years,Other,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,52000,MixLearner
Female,Belarus,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,Less than 10% of projects,10800,SelfLearner
Male,United States,Doctoral degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to refine and innovate on the algorithm,100% of projects,155000,JobLearner
Female,Israel,Doctoral degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",10-25% of projects,40000,MixLearner
Male,Egypt,Master's degree,3 to 5 years,Other,Enough to explain the algorithm to someone non-technical,Less than 10% of projects,12000,ClassroomLearner
